,PUF_ID,Age Group,Education (Highest Degree),Race/Ethnicity,Gender,Household Income,Household Size,Federal Poverty Level,Census Region,Census Division,I could handle a major unexpected expense.,I am just getting by financially,I struggle to understand financial information,How would you assess your overall financial knowledge?,I follow-through on financial goals I set for myself.,I set financial goals for what I want to achieve with my money,I consult my budget to see how much money I have left,Stayed within your budget or spending plan,Paid all your bills on time,Paid off credit card balance in full,Putting money into savings is a habit for me,A Retirement Savings Account,A Non-Retirement Savings Account,How much money do you have in savings today?,Which one of the following best describes your housing situation?,About how much do you pay for your home each month?,What do you owe on your home?,Student/Education Loan (for yourself or someone else),Used payday loan or cash advance loan,Used pawn loan or auto title loan,Financial Well-Being Scale score,Financial Skill Scale score
2838,11665,62-69,High school degree/GED,"White, Non-Hispanic",Male,"$40,000 to $49,999",1,200%+ FPL,West,Mountain,Completely,Not at all,Rarely,5,3,2,3,1,5,5,6,0,0,6,2,3,-2,0,0,0,78,52
2839,11423,70-74,High school degree/GED,"White, Non-Hispanic",Female,"$75,000 to $99,999",2,200%+ FPL,South,East-South Central,Somewhat,Very little,Rarely,5,3,4,4,4,4,5,4,0,0,6,1,1,1,0,0,0,62,43
2840,10629,70-74,Bachelors degree,"White, Non-Hispanic",Male,"$50,000 to $59,999",2,200%+ FPL,Midwest,East-North Central,Very well,Completely,Rarely,6,4,3,3,5,5,5,5,0,0,7,1,1,1,0,0,0,55,56
2841,12262,45-54,Some college/Associate,"White, Non-Hispanic",Male,"$100,000 to $149,999",2,200%+ FPL,Midwest,East-North Central,Somewhat,Somewhat,Often,5,2,1,1,3,5,5,1,1,7,4,1,6,2,0,0,0,58,35
2842,14234,25-34,High school degree/GED,Hispanic,Female,"$60,000 to $74,999",5+,200%+ FPL,South,West-South Central,Not at all,Somewhat,Sometimes,5,5,4,4,5,5,1,6,7,0,4,2,5,-2,0,0,0,51,71
2843,13013,55-61,High school degree/GED,"White, Non-Hispanic",Male,"$30,000 to $39,999",1,200%+ FPL,South,East-South Central,Very well,Not at all,Rarely,6,4,4,5,4,5,5,5,1,0,5,1,1,1,0,0,0,66,50
2844,11556,62-69,Some college/Associate,"White, Non-Hispanic",Female,"$30,000 to $39,999",2,200%+ FPL,Midwest,East-North Central,Very little,Somewhat,Often,3,3,2,5,4,5,1,2,7,0,5,1,99,99,1,0,0,57,37
2845,10979,62-69,High school degree/GED,"White, Non-Hispanic",Female,"$75,000 to $99,999",2,200%+ FPL,Midwest,West-North Central,Very well,Not at all,Sometimes,4,3,4,5,4,5,5,5,1,1,7,1,7,1,0,0,0,63,49
2846,9285,55-61,High school degree/GED,"White, Non-Hispanic",Male,"Less than $20,000",1,100%-199% FPL,Midwest,West-North Central,Not at all,Somewhat,Sometimes,5,3,4,4,3,4,1,4,7,7,1,1,2,1,0,0,0,48,40
2847,12724,55-61,Some college/Associate,"Other, Non-Hispanic",Female,"$75,000 to $99,999",5+,200%+ FPL,West,Mountain,Somewhat,Not at all,Sometimes,6,4,4,4,4,5,5,4,1,1,99,1,3,3,0,0,0,64,57
2848,9286,45-54,Graduate/professional degree,"White, Non-Hispanic",Male,"$150,000 or more",2,200%+ FPL,South,South Atlantic,Very well,Very well,Rarely,6,4,5,5,4,5,4,6,1,1,6,1,7,3,0,0,0,58,58
2849,10001,70-74,Graduate/professional degree,"White, Non-Hispanic",Male,"$100,000 to $149,999",2,200%+ FPL,South,South Atlantic,Very well,Very well,Rarely,5,5,5,4,5,5,5,6,1,1,6,1,99,1,0,0,0,63,59
2850,13280,25-34,Bachelors degree,"White, Non-Hispanic",Male,"$75,000 to $99,999",4,200%+ FPL,South,South Atlantic,Somewhat,Very little,Sometimes,5,4,4,4,4,5,5,5,1,1,6,1,5,2,0,0,0,57,53
2851,7338,25-34,Some college/Associate,"White, Non-Hispanic",Male,"$100,000 to $149,999",4,200%+ FPL,South,South Atlantic,Completely,Completely,Often,6,3,3,3,2,2,2,4,1,1,5,1,7,3,1,0,0,47,56
2852,9046,25-34,Some college/Associate,"White, Non-Hispanic",Male,"$40,000 to $49,999",2,200%+ FPL,South,South Atlantic,Very little,Somewhat,Sometimes,5,3,4,3,3,4,4,3,7,1,2,2,4,-2,1,0,0,43,53
2853,9546,35-44,Graduate/professional degree,"White, Non-Hispanic",Female,"$100,000 to $149,999",3,200%+ FPL,Northeast,New England,Very well,Not at all,Rarely,5,5,4,4,5,5,5,6,1,0,6,1,6,2,0,0,0,63,64
2854,10436,35-44,High school degree/GED,"White, Non-Hispanic",Male,"$40,000 to $49,999",4,100%-199% FPL,West,Mountain,Not at all,Somewhat,Sometimes,4,3,2,4,3,5,2,3,0,1,3,1,5,2,0,0,0,48,50
2855,7897,25-34,Some college/Associate,"White, Non-Hispanic",Male,"$50,000 to $59,999",1,200%+ FPL,South,South Atlantic,Very little,Completely,Often,3,3,4,4,4,5,3,2,7,1,4,2,3,-2,0,0,0,36,39
2856,12381,45-54,Some college/Associate,"Black, Non-Hispanic",Male,"$30,000 to $39,999",3,100%-199% FPL,Midwest,East-North Central,Very little,Somewhat,Sometimes,4,3,2,4,4,4,1,2,7,7,1,2,3,-2,0,1,0,38,39
2857,10630,55-61,Some college/Associate,"Black, Non-Hispanic",Female,"$30,000 to $39,999",1,200%+ FPL,South,South Atlantic,Very little,Somewhat,Sometimes,5,3,4,4,3,3,3,4,1,1,5,2,3,-2,1,0,0,52,44
2858,11424,62-69,Some college/Associate,"White, Non-Hispanic",Male,"$75,000 to $99,999",2,200%+ FPL,Midwest,West-North Central,Very well,Somewhat,Sometimes,5,4,4,4,4,5,5,4,0,0,7,1,3,1,0,0,0,59,51
2859,10437,55-61,High school degree/GED,"White, Non-Hispanic",Female,"$50,000 to $59,999",2,200%+ FPL,Midwest,East-North Central,Very little,Very well,Rarely,5,4,4,4,5,5,4,6,1,1,5,1,1,1,0,0,0,58,56
2860,9287,62-69,Graduate/professional degree,"White, Non-Hispanic",Male,"$150,000 or more",3,200%+ FPL,South,South Atlantic,Very well,Not at all,Rarely,6,5,4,4,3,5,5,6,1,1,5,1,6,2,0,0,0,74,56
2861,8403,25-34,Bachelors degree,"White, Non-Hispanic",Male,"$100,000 to $149,999",2,200%+ FPL,South,South Atlantic,Completely,Not at all,Never,7 - Very high,4,5,5,5,5,5,6,1,1,6,1,5,2,0,0,0,73,72
2862,8817,18-24,Bachelors degree,"Other, Non-Hispanic",Female,"$100,000 to $149,999",4,200%+ FPL,South,South Atlantic,Somewhat,Somewhat,Sometimes,4,3,4,4,3,4,5,4,7,0,3,3,4,-2,0,0,0,48,37
2863,12486,55-61,High school degree/GED,"White, Non-Hispanic",Female,"$40,000 to $49,999",2,200%+ FPL,Northeast,Mid-Atlantic,Somewhat,Very little,Sometimes,4,3,2,3,2,1,1,5,1,1,5,1,5,2,0,0,0,50,37
2864,12877,25-34,Bachelors degree,"White, Non-Hispanic",Male,"$100,000 to $149,999",2,200%+ FPL,Midwest,East-North Central,Somewhat,Very little,Sometimes,5,3,4,3,4,5,4,4,1,0,5,1,4,2,1,0,0,57,50
2865,13584,45-54,High school degree/GED,"White, Non-Hispanic",Male,"$75,000 to $99,999",5+,200%+ FPL,South,South Atlantic,Somewhat,Somewhat,Rarely,5,3,4,4,4,4,3,4,1,1,4,2,5,-2,0,0,0,58,55
2866,12263,75+,Some college/Associate,"White, Non-Hispanic",Male,"$60,000 to $74,999",2,200%+ FPL,Northeast,Mid-Atlantic,Completely,Very well,Rarely,5,4,4,4,4,5,5,5,0,1,5,1,1,1,0,0,0,58,51
2867,11277,62-69,High school degree/GED,"White, Non-Hispanic",Female,"$30,000 to $39,999",3,100%-199% FPL,Northeast,Mid-Atlantic,Not at all,Completely,Sometimes,2,3,3,5,4,5,1,2,0,0,-1,3,3,-2,0,0,0,29,42
2868,10002,45-54,Some college/Associate,"White, Non-Hispanic",Male,"$100,000 to $149,999",2,200%+ FPL,South,South Atlantic,Very little,Very well,Rarely,5,3,3,3,4,3,2,4,0,0,1,3,99,-2,0,0,1,44,43
2869,12382,55-61,Some college/Associate,"White, Non-Hispanic",Female,"$100,000 to $149,999",2,200%+ FPL,Midwest,East-North Central,Completely,Not at all,Rarely,6,5,4,3,4,5,5,5,7,1,7,1,4,2,0,0,0,74,57
2870,8818,18-24,Some college/Associate,"Black, Non-Hispanic",Female,"Less than $20,000",3,<100% FPL,Midwest,East-North Central,Somewhat,Somewhat,Sometimes,5,3,3,4,2,4,4,4,1,0,2,2,98,-2,1,0,0,52,41
2871,11278,35-44,Some college/Associate,"White, Non-Hispanic",Female,"$75,000 to $99,999",2,200%+ FPL,South,West-South Central,Somewhat,Not at all,Sometimes,4,4,4,5,4,5,4,5,7,1,6,1,1,1,0,0,0,58,46
2872,9047,35-44,High school degree/GED,"White, Non-Hispanic",Female,"$20,000 to $29,999",4,100%-199% FPL,South,East-South Central,Not at all,Very well,Always,2,3,2,1,3,2,1,1,7,7,1,2,3,-2,0,0,0,24,34
2873,9778,62-69,Some college/Associate,"White, Non-Hispanic",Male,"$100,000 to $149,999",2,200%+ FPL,Midwest,East-North Central,Completely,Not at all,Sometimes,5,5,3,2,5,5,5,4,1,1,5,1,1,1,0,0,0,95,63
2874,9779,45-54,Bachelors degree,"White, Non-Hispanic",Male,"$100,000 to $149,999",2,200%+ FPL,Northeast,Mid-Atlantic,Somewhat,Somewhat,Sometimes,5,4,4,4,4,5,3,5,1,1,5,1,5,2,0,0,0,43,51
2875,10438,35-44,Some college/Associate,Hispanic,Female,"$30,000 to $39,999",2,200%+ FPL,South,South Atlantic,Very little,Completely,Often,3,3,4,4,4,3,2,2,1,0,3,2,4,-2,1,1,0,44,46
2876,7898,35-44,Some college/Associate,"White, Non-Hispanic",Female,"$30,000 to $39,999",2,200%+ FPL,Northeast,Mid-Atlantic,Not at all,Completely,Rarely,5,4,3,3,3,5,2,3,7,1,4,2,5,-2,0,0,0,29,48
2877,9780,62-69,Graduate/professional degree,"White, Non-Hispanic",Male,"$150,000 or more",2,200%+ FPL,South,South Atlantic,Very well,Not at all,Rarely,6,4,4,4,5,5,5,5,1,1,7,1,1,1,0,0,0,85,60
2878,7899,62-69,Bachelors degree,"White, Non-Hispanic",Female,"$100,000 to $149,999",3,200%+ FPL,Northeast,Mid-Atlantic,Somewhat,Somewhat,Sometimes,3,3,4,4,3,5,1,6,1,1,6,1,3,1,0,0,0,52,38
2879,8198,25-34,Some college/Associate,"White, Non-Hispanic",Male,"$30,000 to $39,999",1,200%+ FPL,Northeast,New England,Very little,Somewhat,Rarely,5,2,4,3,3,5,1,2,1,7,4,2,3,-2,1,0,0,48,41
2880,9547,62-69,High school degree/GED,"White, Non-Hispanic",Female,"$20,000 to $29,999",1,100%-199% FPL,Midwest,East-North Central,Somewhat,Not at all,Rarely,6,4,4,4,4,5,5,6,0,1,6,1,1,1,0,0,0,66,49
2881,10439,45-54,Bachelors degree,"White, Non-Hispanic",Male,"$150,000 or more",2,200%+ FPL,Midwest,West-North Central,Completely,Not at all,Rarely,5,4,3,2,1,5,5,6,1,1,5,1,5,2,0,0,0,68,65
2882,12264,35-44,High school degree/GED,"White, Non-Hispanic",Male,"Less than $20,000",4,<100% FPL,Midwest,East-North Central,Somewhat,Somewhat,Rarely,4,3,3,3,4,5,1,5,7,7,99,3,99,-2,0,0,0,53,42
2883,8597,55-61,Graduate/professional degree,"Other, Non-Hispanic",Female,"$75,000 to $99,999",2,200%+ FPL,Northeast,Mid-Atlantic,Somewhat,Somewhat,Often,4,3,4,4,4,5,5,5,1,1,6,1,5,2,0,0,0,50,37
2884,9548,45-54,High school degree/GED,"White, Non-Hispanic",Female,"$100,000 to $149,999",2,200%+ FPL,South,East-South Central,Very well,Not at all,Rarely,5,4,4,4,4,5,5,6,1,1,7,1,1,1,0,0,0,69,55
2885,12196,62-69,Some college/Associate,"White, Non-Hispanic",Female,"$100,000 to $149,999",3,200%+ FPL,South,South Atlantic,Somewhat,Very well,Sometimes,4,4,3,2,5,5,5,5,1,1,5,1,1,1,0,0,0,59,44
2886,13490,25-34,Some college/Associate,"Black, Non-Hispanic",Male,"$30,000 to $39,999",4,100%-199% FPL,Northeast,Mid-Atlantic,Very little,Very little,Sometimes,5,5,3,4,2,3,2,4,0,1,3,2,3,-2,0,0,0,72,67
2887,7900,25-34,Bachelors degree,"White, Non-Hispanic",Male,"$60,000 to $74,999",3,200%+ FPL,South,South Atlantic,Very well,Somewhat,Rarely,6,4,3,2,4,5,2,2,1,0,4,2,3,-2,0,0,0,61,56
2888,10238,70-74,Graduate/professional degree,"White, Non-Hispanic",Female,"$150,000 or more",2,200%+ FPL,South,South Atlantic,Completely,Not at all,Sometimes,4,5,4,4,5,5,5,6,1,1,7,1,99,1,0,0,0,77,54
2889,12653,62-69,Some college/Associate,"White, Non-Hispanic",Female,"$150,000 or more",2,200%+ FPL,South,South Atlantic,Very well,Not at all,Sometimes,4,4,4,3,5,5,5,6,7,1,5,1,6,2,0,0,0,69,52
2890,7288,18-24,High school degree/GED,"Black, Non-Hispanic",Male,"$40,000 to $49,999",5+,100%-199% FPL,Midwest,East-North Central,Somewhat,Somewhat,Often,Refused,4,3,4,3,4,3,6,0,1,6,2,98,-2,0,0,0,45,51
2891,9781,45-54,High school degree/GED,"White, Non-Hispanic",Male,"$40,000 to $49,999",1,200%+ FPL,South,South Atlantic,Very little,Very well,Sometimes,3,3,4,4,4,5,3,2,1,0,4,2,6,-2,0,0,0,42,30
2892,10980,55-61,High school degree/GED,"White, Non-Hispanic",Male,"$20,000 to $29,999",1,100%-199% FPL,Midwest,East-North Central,Somewhat,Somewhat,Always,3,5,5,5,3,5,3,6,0,0,99,1,1,1,0,0,0,29,43
2893,11557,62-69,Some college/Associate,"Other, Non-Hispanic",Male,"$100,000 to $149,999",2,200%+ FPL,South,West-South Central,Very well,Somewhat,Rarely,4,3,4,4,4,5,3,5,7,0,5,1,2,1,0,0,0,61,53
2894,8199,35-44,Graduate/professional degree,"Other, Non-Hispanic",Male,"$100,000 to $149,999",1,200%+ FPL,Midwest,East-North Central,Somewhat,Very little,Rarely,6,4,4,4,4,5,5,5,0,1,7,1,1,1,1,0,0,68,58
2895,12126,62-69,Graduate/professional degree,"White, Non-Hispanic",Female,"$50,000 to $59,999",1,200%+ FPL,West,Mountain,Somewhat,Somewhat,Sometimes,4,3,4,4,4,5,5,6,0,0,99,1,99,99,0,0,0,48,44
2896,9288,18-24,Bachelors degree,"White, Non-Hispanic",Male,"$100,000 to $149,999",5+,200%+ FPL,Northeast,Mid-Atlantic,Somewhat,Very little,Rarely,4,4,4,3,4,5,3,4,1,0,5,1,3,1,1,0,0,61,44
2897,12197,75+,Bachelors degree,"White, Non-Hispanic",Male,"$100,000 to $149,999",2,200%+ FPL,Northeast,Mid-Atlantic,Very well,Very little,Sometimes,6,5,4,4,5,5,5,6,0,1,6,1,4,1,0,0,0,63,55
2898,8404,35-44,High school degree/GED,"White, Non-Hispanic",Male,"$30,000 to $39,999",3,100%-199% FPL,Midwest,East-North Central,Very little,Somewhat,Rarely,6,4,5,4,4,5,3,4,1,-1,99,1,3,1,0,0,0,58,59
2899,13933,62-69,High school degree/GED,"White, Non-Hispanic",Male,"$75,000 to $99,999",2,200%+ FPL,Midwest,East-North Central,Somewhat,Refused,Rarely,5,4,4,4,5,5,3,4,7,7,4,1,4,1,0,0,0,70,57
2900,10631,45-54,Some college/Associate,"White, Non-Hispanic",Male,"$75,000 to $99,999",1,200%+ FPL,South,West-South Central,Somewhat,Very little,Sometimes,4,4,5,5,5,5,2,6,1,1,5,1,5,2,0,0,0,69,46
2901,9048,35-44,Some college/Associate,"White, Non-Hispanic",Female,"$100,000 to $149,999",4,200%+ FPL,Midwest,West-North Central,Very little,Very little,Sometimes,5,5,5,5,5,5,5,6,1,0,6,1,4,2,0,0,0,65,60
2902,8598,62-69,Bachelors degree,"White, Non-Hispanic",Male,"$100,000 to $149,999",5+,200%+ FPL,Midwest,East-North Central,Somewhat,Very well,Rarely,5,3,4,4,4,5,5,4,0,0,4,1,4,2,1,0,0,47,47
2903,13078,75+,High school degree/GED,"White, Non-Hispanic",Female,"$20,000 to $29,999",2,100%-199% FPL,Midwest,West-North Central,Very well,Very little,Rarely,5,4,3,4,5,5,5,4,7,7,6,1,1,1,0,0,0,67,53
2904,9782,55-61,High school degree/GED,"White, Non-Hispanic",Male,"$40,000 to $49,999",2,200%+ FPL,West,Mountain,Very well,Very little,Never,5,4,3,3,4,5,5,5,1,7,5,1,3,2,0,0,0,57,53
2905,10440,70-74,Graduate/professional degree,"White, Non-Hispanic",Female,"$75,000 to $99,999",2,200%+ FPL,Northeast,Mid-Atlantic,Completely,Very little,Rarely,6,5,2,4,4,5,5,5,0,1,7,1,1,1,0,0,0,67,51
2906,10003,45-54,Bachelors degree,"White, Non-Hispanic",Female,"$60,000 to $74,999",2,200%+ FPL,Midwest,East-North Central,Not at all,Somewhat,Sometimes,5,4,2,4,5,5,4,5,0,1,4,1,4,2,0,0,0,52,50
2907,13331,45-54,High school degree/GED,"White, Non-Hispanic",Female,"$150,000 or more",5+,200%+ FPL,Midwest,East-North Central,Very well,Very well,Sometimes,5,5,5,5,4,5,3,6,1,1,5,1,6,2,1,0,0,62,52
2908,10441,62-69,Less than high school,"White, Non-Hispanic",Male,"$30,000 to $39,999",2,200%+ FPL,South,South Atlantic,Very little,Completely,Sometimes,4,2,4,4,3,3,3,3,7,7,3,2,2,-2,0,0,0,31,43
2909,7339,25-34,High school degree/GED,"White, Non-Hispanic",Male,"$40,000 to $49,999",2,200%+ FPL,Midwest,East-North Central,Somewhat,Very little,Rarely,5,4,5,5,5,5,1,5,7,7,4,2,3,-2,0,0,0,56,53
2910,10442,45-54,Graduate/professional degree,"White, Non-Hispanic",Male,"$100,000 to $149,999",1,200%+ FPL,West,Mountain,Somewhat,Somewhat,Rarely,6,3,3,4,3,5,4,4,1,0,5,1,5,3,0,0,0,56,53
2911,12539,62-69,High school degree/GED,"White, Non-Hispanic",Male,"$100,000 to $149,999",2,200%+ FPL,Midwest,West-North Central,Completely,Not at all,Sometimes,5,4,2,1,1,5,5,5,0,0,5,1,1,1,0,0,0,90,51
2912,13294,25-34,Some college/Associate,"White, Non-Hispanic",Male,"$100,000 to $149,999",2,200%+ FPL,South,South Atlantic,Very well,Somewhat,Never,5,4,4,4,3,5,4,6,1,1,5,1,5,2,0,0,0,55,44
2913,10981,75+,Graduate/professional degree,"White, Non-Hispanic",Male,"$60,000 to $74,999",2,200%+ FPL,South,South Atlantic,Very well,Completely,Rarely,5,4,4,4,5,5,5,6,1,7,7,1,1,1,0,0,0,67,52
2914,10443,25-34,High school degree/GED,"White, Non-Hispanic",Female,"$60,000 to $74,999",5+,200%+ FPL,West,Mountain,Not at all,Somewhat,Rarely,5,2,3,5,3,5,2,4,0,0,1,2,3,-2,1,0,0,50,44
2915,9783,55-61,Some college/Associate,"White, Non-Hispanic",Male,"$100,000 to $149,999",5+,200%+ FPL,South,West-South Central,Very well,Somewhat,Rarely,6,4,4,4,5,5,3,4,7,7,4,1,5,1,0,0,0,61,60
2916,12979,45-54,Some college/Associate,"White, Non-Hispanic",Female,"$75,000 to $99,999",1,200%+ FPL,South,South Atlantic,Not at all,Completely,Sometimes,4,3,4,4,4,4,2,4,1,1,2,1,4,2,0,0,0,38,43
2917,11425,45-54,Less than high school,Hispanic,Female,"$30,000 to $39,999",4,100%-199% FPL,West,Pacific,Somewhat,Not at all,Sometimes,4,4,5,5,5,5,4,5,0,1,4,2,5,-2,1,0,0,60,56
2918,14070,35-44,Bachelors degree,"White, Non-Hispanic",Female,"$50,000 to $59,999",1,200%+ FPL,Midwest,East-North Central,Somewhat,Very well,Rarely,5,3,4,5,4,5,3,5,1,1,3,1,4,2,0,0,0,51,54
2919,9049,62-69,Bachelors degree,"Other, Non-Hispanic",Male,"$100,000 to $149,999",4,200%+ FPL,South,South Atlantic,Very well,Not at all,Rarely,6,4,4,2,3,5,1,5,7,0,5,1,5,2,1,0,0,66,52
2920,14238,75+,High school degree/GED,"White, Non-Hispanic",Female,"$50,000 to $59,999",2,200%+ FPL,Midwest,West-North Central,Somewhat,Very little,Rarely,6,5,3,5,5,5,5,6,0,0,5,1,4,2,0,0,0,64,63
2921,8051,75+,Less than high school,"White, Non-Hispanic",Female,"$50,000 to $59,999",2,200%+ FPL,Midwest,West-North Central,Not at all,Completely,Sometimes,5,3,3,5,3,5,1,1,7,7,1,3,1,-2,0,0,0,14,49
2922,10444,35-44,Some college/Associate,"White, Non-Hispanic",Female,"Less than $20,000",2,<100% FPL,West,Mountain,Very little,Very well,Rarely,4,5,5,5,5,5,5,6,7,7,3,1,1,1,0,0,0,52,82
2923,11558,35-44,High school degree/GED,"White, Non-Hispanic",Female,"$60,000 to $74,999",3,200%+ FPL,Midwest,East-North Central,Somewhat,Somewhat,Sometimes,3,3,3,4,5,5,4,5,1,1,5,1,3,1,1,0,0,52,46
2924,7243,35-44,Some college/Associate,"Black, Non-Hispanic",Male,"$75,000 to $99,999",2,200%+ FPL,South,West-South Central,Very well,Very well,Sometimes,4,3,3,3,3,3,3,5,1,0,3,2,4,-2,0,0,0,45,42
2925,8052,18-24,Bachelors degree,"White, Non-Hispanic",Female,"$75,000 to $99,999",2,200%+ FPL,Midwest,West-North Central,Very little,Somewhat,Rarely,6,5,4,4,5,5,5,5,0,0,3,2,6,-2,1,0,0,53,75
2926,9050,18-24,Bachelors degree,"White, Non-Hispanic",Male,"$150,000 or more",1,200%+ FPL,Midwest,West-North Central,Not at all,Refused,Refused,5,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,-2,0,0,0,37,76
2927,9784,45-54,Graduate/professional degree,"White, Non-Hispanic",Female,"$75,000 to $99,999",1,200%+ FPL,South,West-South Central,Somewhat,Somewhat,Sometimes,5,2,3,4,3,4,1,2,1,0,5,1,5,2,1,0,0,57,81
2928,9785,35-44,Some college/Associate,"White, Non-Hispanic",Male,"Less than $20,000",1,100%-199% FPL,Northeast,Mid-Atlantic,Somewhat,Somewhat,Sometimes,5,-1,3,5,5,5,5,5,0,1,5,2,5,-2,1,0,0,53,46
2929,7779,18-24,Some college/Associate,"White, Non-Hispanic",Male,"$75,000 to $99,999",2,200%+ FPL,West,Mountain,Somewhat,Somewhat,Sometimes,6,3,4,2,3,5,2,3,7,7,3,2,1,-2,1,0,0,54,42
2930,13686,75+,High school degree/GED,"White, Non-Hispanic",Male,"$30,000 to $39,999",1,200%+ FPL,West,Mountain,Completely,Very little,Rarely,6,4,4,4,5,5,5,5,1,0,7,2,6,-2,0,0,0,63,54
2931,12198,35-44,Graduate/professional degree,"White, Non-Hispanic",Male,"$150,000 or more",1,200%+ FPL,South,East-South Central,Completely,Not at all,Never,7 - Very high,5,5,2,5,5,5,6,1,0,6,1,1,1,0,0,0,86,85
2932,8405,35-44,Bachelors degree,Hispanic,Male,"$75,000 to $99,999",4,200%+ FPL,Midwest,West-North Central,Very well,Very little,Rarely,5,3,4,2,3,5,4,5,1,1,7,1,5,2,1,0,0,55,43
2933,9289,45-54,Graduate/professional degree,"White, Non-Hispanic",Male,"$150,000 or more",3,200%+ FPL,Midwest,West-North Central,Completely,Not at all,Rarely,6,4,4,3,4,5,5,5,1,1,7,1,7,2,0,0,0,72,54
2934,13530,45-54,Some college/Associate,"White, Non-Hispanic",Male,"$100,000 to $149,999",2,200%+ FPL,Midwest,East-North Central,Somewhat,Somewhat,Rarely,5,3,3,3,2,5,2,2,0,0,3,1,6,3,1,0,0,44,45
2935,11279,45-54,Bachelors degree,"Black, Non-Hispanic",Male,"$100,000 to $149,999",5+,200%+ FPL,South,West-South Central,Not at all,Somewhat,Rarely,4,4,5,5,5,5,2,4,1,0,4,1,5,1,0,0,0,49,39
2936,10004,25-34,Some college/Associate,"White, Non-Hispanic",Female,"$75,000 to $99,999",2,200%+ FPL,Midwest,East-North Central,Not at all,Completely,Never,5,4,4,4,2,2,1,2,0,0,1,2,3,-2,1,0,0,28,68
2937,14243,70-74,Graduate/professional degree,"White, Non-Hispanic",Female,"Less than $20,000",1,<100% FPL,South,South Atlantic,Completely,Completely,Sometimes,5,3,3,3,5,5,1,6,1,0,6,2,2,-2,0,0,0,79,47
2938,14064,62-69,Some college/Associate,"White, Non-Hispanic",Female,"Less than $20,000",1,100%-199% FPL,Northeast,New England,Not at all,Completely,Often,3,3,1,5,4,2,1,1,7,7,2,2,4,-2,0,0,0,34,39
2939,8819,35-44,Graduate/professional degree,"White, Non-Hispanic",Male,"$60,000 to $74,999",5+,200%+ FPL,West,Mountain,Completely,Somewhat,Never,6,4,5,2,5,5,5,6,0,0,6,1,5,2,0,0,0,60,70
2940,10005,25-34,Graduate/professional degree,"White, Non-Hispanic",Female,"$75,000 to $99,999",1,200%+ FPL,Northeast,Mid-Atlantic,Somewhat,Somewhat,Rarely,6,3,4,4,4,4,1,4,1,0,4,2,6,-2,1,0,0,50,55
2941,11559,75+,High school degree/GED,"White, Non-Hispanic",Female,"$20,000 to $29,999",2,100%-199% FPL,South,South Atlantic,Very little,Somewhat,Sometimes,3,3,3,3,3,4,4,4,0,0,7,-1,5,-2,0,0,0,52,39
2942,12725,62-69,Graduate/professional degree,"White, Non-Hispanic",Female,"$60,000 to $74,999",1,200%+ FPL,Midwest,East-North Central,Somewhat,Very little,Sometimes,4,4,4,4,4,4,4,3,1,1,5,1,1,1,0,0,0,56,41
2943,7901,25-34,Graduate/professional degree,"White, Non-Hispanic",Female,"$150,000 or more",1,200%+ FPL,South,South Atlantic,Somewhat,Somewhat,Rarely,5,4,4,4,4,4,4,5,1,1,5,1,5,99,0,0,0,56,58
2944,10982,62-69,High school degree/GED,"White, Non-Hispanic",Male,"$75,000 to $99,999",2,200%+ FPL,Midwest,East-North Central,Very little,Very well,Sometimes,5,2,3,4,4,5,4,4,1,0,99,1,6,2,0,0,0,52,44
2945,14362,62-69,Some college/Associate,"White, Non-Hispanic",Female,"$40,000 to $49,999",2,200%+ FPL,South,South Atlantic,Very well,Not at all,Sometimes,5,4,4,4,4,5,5,6,1,0,6,1,-1,1,0,0,0,76,57
2946,13850,75+,High school degree/GED,"White, Non-Hispanic",Female,"Less than $20,000",1,100%-199% FPL,Midwest,West-North Central,Very well,Somewhat,Often,5,4,3,5,5,5,3,6,7,1,98,1,1,2,0,0,0,52,54
2947,10239,62-69,Graduate/professional degree,"White, Non-Hispanic",Female,"$150,000 or more",2,200%+ FPL,Northeast,New England,Completely,Not at all,Rarely,6,5,4,2,5,5,5,5,0,0,7,1,3,1,0,0,0,81,66
2948,12050,55-61,Graduate/professional degree,"White, Non-Hispanic",Male,"$150,000 or more",2,200%+ FPL,West,Pacific,Completely,Not at all,Rarely,5,3,4,2,3,5,5,5,1,1,6,1,6,2,0,0,0,72,49
2949,10983,45-54,Some college/Associate,"White, Non-Hispanic",Male,"$75,000 to $99,999",1,200%+ FPL,West,Mountain,Somewhat,Somewhat,Sometimes,3,3,3,4,4,5,2,2,1,0,4,1,5,2,0,0,0,65,61
2950,9051,45-54,Graduate/professional degree,"White, Non-Hispanic",Male,"$75,000 to $99,999",2,200%+ FPL,South,South Atlantic,Very well,Not at all,Sometimes,6,4,5,5,4,5,5,6,1,0,5,1,4,2,0,0,0,64,54
2951,11280,45-54,High school degree/GED,"White, Non-Hispanic",Male,"$75,000 to $99,999",2,200%+ FPL,Northeast,New England,Very little,Somewhat,Rarely,5,4,4,4,4,5,1,5,1,1,5,1,6,2,0,0,0,45,52
2952,14275,25-34,Graduate/professional degree,"White, Non-Hispanic",Female,"$100,000 to $149,999",2,200%+ FPL,Midwest,East-North Central,Somewhat,Very little,Sometimes,5,4,4,4,3,5,3,6,1,1,5,2,4,-2,1,0,0,57,39
